"250","0","10","4.38111"
"252","0","10","5.47439"
"984","0","39","3.11456"
"1096","0","43","3.57027"
"1107","0","44","3.70787"
"2790","1","51","4.01904"
"2791","1","51","4.4621"
"2874","1","54","4.04231"
"2880","1","55","3.27153"
"2881","1","55","3.07448"
"2894","1","55","3.05458"
"2940","1","57","4.40452"
"2943","1","57","4.32595"
"2944","1","57","3.96445"
"2956","1","58","3.58617"
"2959","1","58","4.54946"
"2965","1","58","3.267"
"2979","1","59","3.1698"
"2980","1","59","3.9045"
"2983","1","59","3.4926"
"2984","1","59","3.06338"
"3013","2","0","3.24897"
"3017","2","0","3.77501"
"3030","2","1","3.65685"
"3040","2","1","4.53795"
"3584","2","23","3.12327"
"3603","2","24","3.5808"
"3616","2","24","4.16367"
"3618","2","24","3.12725"
"3676","2","27","3.39015"
"3708","2","28","3.02113"
"3716","2","28","3.09816"
"3721","2","28","3.45781"
"3726","2","29","7.66092"
"3728","2","29","5.85713"
"3730","2","29","4.52798"
"3732","2","29","5.04041"
"3734","2","29","7.72423"
"3735","2","29","6.51666"
"3758","2","30","3.00522"
"3762","2","30","3.50747"
"6317","4","12","3.46719"
"6319","4","12","3.36459"
"6323","4","12","4.12088"
"6324","4","12","8.35856"
"6325","4","13","9.66068"
"6326","4","13","4.03205"
"6333","4","13","3.9485"
"6376","4","15","3.28743"
"6397","4","15","3.88089"
"6416","4","16","3.06804"
"6443","4","17","3.17501"
"6463","4","18","3.33705"
"6464","4","18","3.85317"
"6485","4","19","3.05097"
"6492","4","19","4.21848"
"6502","4","20","4.13987"
"6505","4","20","3.48304"
"7812","5","12","3.02313"
"8619","5","44","3.25968"
"8620","5","44","4.12808"
"8621","5","44","4.14198"
"8624","5","44","3.21858"
"8641","5","45","4.32436"
"8645","5","45","3.46479"
"8649","5","45","4.90444"
"8651","5","46","7.61639"
"8652","5","46","5.26641"
"10208","6","48","3.12178"
"10358","6","54","3.00931"
"10479","6","59","3.467"
"10483","6","59","3.37574"
"10486","6","59","3.83436"
"10512","7","0","3.87124"
"10563","7","2","3.09323"
"10717","7","8","3.75896"
"10722","7","8","3.36709"
"12137","8","5","3.53205"
"12209","8","8","6.48875"
"12622","8","24","4.62814"
"12623","8","24","4.99619"
"14055","9","22","3.98022"
"14058","9","22","3.16778"
"14063","9","22","3.10084"
"14071","9","22","3.57873"
"15279","10","11","4.27686"
"15280","10","11","5.6221"
"15281","10","11","4.51028"
"15339","10","13","3.60413"
"15341","10","13","3.53298"
"16823","11","12","5.32194"
"16890","11","15","3.26421"
"18340","12","13","3.17378"
"18341","12","13","3.75515"
"18408","12","16","4.21115"
"19509","13","0","3.08473"
"19935","13","17","8.62023"
"19969","13","18","4.84397"
"19971","13","18","4.18397"
"19972","13","18","4.18397"
"19973","13","18","4.18397"
"19974","13","18","6.21514"
"19975","13","19","4.18397"
"19976","13","19","4.18397"
"19977","13","19","4.18397"
"19978","13","19","4.28047"
"19979","13","19","7.22632"
"19981","13","19","4.07653"
"19984","13","19","3.07869"
"19987","13","19","5.11907"
"19989","13","19","3.05581"
"19990","13","19","4.16578"
"19995","13","19","3.62983"
"19996","13","19","3.97982"
"20001","13","20","4.92464"
"20002","13","20","4.92464"
"20003","13","20","4.92464"
"20004","13","20","4.92464"
"20005","13","20","4.92464"
"20006","13","20","4.92464"
"20007","13","20","3.95892"
"20008","13","20","3.95892"
"20009","13","20","3.95892"
"20010","13","20","5.32716"
"20016","13","20","5.1387"
"20017","13","20","4.89141"
"20018","13","20","4.89141"
"20019","13","20","4.89141"
"20020","13","20","4.89141"
"20021","13","20","6.19191"
"20022","13","20","6.19191"
