"18","0","0","3.52618"
"34","0","1","3.87757"
"35","0","1","6.30396"
"36","0","1","7.01564"
"38","0","1","3.91486"
"50","0","2","3.30599"
"51","0","2","20.2744"
"52","0","2","20.2744"
"53","0","2","4.49051"
"54","0","2","3.8344"
"55","0","2","3.8344"
"56","0","2","3.8344"
"57","0","2","9.5103"
"58","0","2","5.75284"
"59","0","2","20.8195"
"60","0","2","18.844"
"61","0","2","6.00569"
"62","0","2","3.89592"
"63","0","2","3.5413"
"64","0","2","3.5413"
"75","0","3","7.18426"
"88","0","3","3.42948"
"97","0","3","3.23676"
"121","0","4","4.50425"
"122","0","4","4.50425"
"123","0","4","4.50425"
"124","0","4","4.50425"
"125","0","5","4.50425"
"126","0","5","4.50425"
"127","0","5","4.50425"
"128","0","5","4.50425"
"129","0","5","4.50425"
"132","0","5","5.03302"
"133","0","5","5.05492"
"134","0","5","3.33008"
"138","0","5","3.50076"
"148","0","5","3.06968"
"151","0","6","10.5939"
"152","0","6","8.98476"
"153","0","6","8.53248"
"154","0","6","7.34058"
"155","0","6","3.3265"
"156","0","6","5.8613"
"157","0","6","3.03052"
"158","0","6","3.03052"
"159","0","6","3.03052"
"160","0","6","3.17515"
"164","0","6","4.98417"
"166","0","6","5.411"
"167","0","6","3.22302"
"170","0","6","4.30067"
"171","0","6","3.24225"
"187","0","7","3.92621"
"189","0","7","6.68319"
"190","0","7","7.94569"
"191","0","7","8.37152"
"193","0","7","6.49757"
"194","0","7","5.16992"
"195","0","7","3.40992"
"197","0","7","3.31637"
"201","0","8","4.93569"
"202","0","8","4.93569"
"203","0","8","4.93569"
"204","0","8","4.93569"
"205","0","8","4.93569"
"206","0","8","4.93569"
"207","0","8","4.93569"
"208","0","8","4.93569"
"209","0","8","4.93569"
"210","0","8","4.67787"
"219","0","8","3.2879"
"222","0","8","7.06"
"223","0","8","4.37933"
"226","0","9","3.86628"
"236","0","9","3.33173"
"237","0","9","4.30032"
"238","0","9","3.02689"
"241","0","9","3.43369"
"243","0","9","3.88737"
"244","0","9","4.32064"
"245","0","9","3.60194"
"247","0","9","3.7463"
"252","0","10","3.30837"
"260","0","10","4.30495"
"261","0","10","4.22344"
"262","0","10","5.33528"
"266","0","10","3.02582"
"269","0","10","3.06784"
"270","0","10","3.22523"
"271","0","10","5.69989"
"272","0","10","4.11071"
"273","0","10","6.17726"
"275","0","11","3.63233"
"276","0","11","4.98423"
"277","0","11","3.22119"
"281","0","11","5.98556"
"282","0","11","5.98556"
"283","0","11","5.98556"
"284","0","11","5.98556"
"285","0","11","5.98556"
"286","0","11","5.98556"
"287","0","11","5.98556"
"288","0","11","5.98556"
"289","0","11","5.98556"
"290","0","11","5.51642"
"291","0","11","5.51642"
"292","0","11","5.51642"
"293","0","11","5.51642"
"294","0","11","5.51642"
"299","0","11","8.16844"
"300","0","12","4.30724"
"301","0","12","6.28456"
"302","0","12","7.70381"
"303","0","12","6.28456"
"304","0","12","6.28456"
"305","0","12","6.28456"
"306","0","12","6.28456"
"307","0","12","6.28456"
"308","0","12","6.28456"
"309","0","12","9.91072"
"310","0","12","8.95048"
"311","0","12","9.92567"
"312","0","12","6.48098"
"313","0","12","7.67171"
"314","0","12","6.28193"
"315","0","12","4.99995"
"316","0","12","6.12348"
"317","0","12","3.58451"
"318","0","12","5.09222"
"319","0","12","3.69477"
"320","0","12","10.1641"
"321","0","12","8.70253"
"322","0","12","7.61468"
"323","0","12","5.54289"
"324","0","12","4.26204"
"325","0","13","5.05092"
